GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
71,12.3,3.5,1.2,2.5,50.1,0.1,0.1,4.4,1.2,1.9,70.0,1.1,1.3,2.4,0.3,0.3,0.2,0.6,1
58,10.9,3.0,1.4,3.7,38.2,-0.3,-0.6,21.9,0.2,0.3,59.1,0.9,2.1,3.1,0.1,0.2,0.6,0.6,1
62,15.9,6.6,2.5,5.6,44.3,0.5,1.7,26.3,1.5,2.0,77.8,0.5,1.1,1.5,1.1,0.4,0.2,0.5,1
73,18.1,7.5,3.1,5.1,58.8,-0.3,-1.0,4.5,1.3,1.8,74.0,1.1,2.2,3.6,0.9,0.4,0.2,0.9,1
82,41.2,10.5,4.4,9.2,47.9,0.5,1.2,39.0,1.0,1.7,63.5,1.7,5.0,7.0,5.3,1.7,0.4,2.2,1
60,21.1,10.4,4.0,6.9,58.2,0.1,0.1,-6.3,2.2,3.3,70.6,1.5,3.6,4.8,0.7,0.6,0.4,1.0,1
79,39.9,18.3,7.3,14.1,53.5,0.6,1.7,26.4,2.8,3.8,76.9,3.9,8.0,11.5,1.1,1.3,6.7,1.5,1
44,4.8,1.3,0.5,1.1,48.4,-0.3,-0.7,-6.0,0.3,0.3,80.2,0.5,0.5,1.0,0.2,0.1,0.0,0.2,1
34,6.7,2.2,0.8,2.0,39.0,0.2,0.5,33.0,0.3,0.5,66.0,0.2,0.9,1.1,0.2,0.1,0.1,0.3,1
72,28.2,10.2,3.7,8.8,40.9,0.1,0.6,25.5,2.4,3.9,57.2,2.2,4.9,7.0,1.2,0.5,1.0,2.6,1
26,9.8,2.3,0.9,2.3,39.8,0.4,1.5,24.2,0.3,0.4,69.1,0.5,1.0,1.6,1.0,0.5,0.0,0.9,1
68,14.5,4.1,1.5,3.6,43.0,-0.1,0.0,-1.9,0.9,1.3,71.2,1.9,3.0,5.0,0.3,0.2,0.7,0.7,1
32,10.7,5.7,2.2,4.8,44.9,0.5,1.6,27.5,1.0,1.5,65.3,0.6,1.3,1.9,0.7,0.4,0.2,1.0,1
69,23.5,13.6,5.3,11.6,45.9,1.0,2.6,11.0,2.5,2.6,86.9,0.5,2.4,2.9,2.1,0.3,0.2,2.2,1
68,12.1,7.3,2.9,5.6,50.6,0.4,1.0,-2.4,1.4,1.3,98.1,0.5,1.1,1.7,0.5,0.1,0.3,0.9,1
62,23.4,11.8,4.3,8.9,51.6,0.3,0.7,27.5,2.6,3.2,93.9,1.6,2.4,4.1,2.2,1.1,0.4,1.7,1
51,28.9,14.7,5.9,12.4,50.8,0.4,1.4,12.6,2.2,2.8,77.6,1.1,2.6,3.8,4.0,1.5,0.4,2.2,1
65,11.3,2.1,0.8,2.4,36.2,0.3,1.0,28.9,0.2,0.3,64.4,0.3,0.6,1.0,1.2,0.4,0.2,0.5,0
50,10.5,2.4,1.0,2.0,47.1,0.5,1.1,22.6,0.2,0.6,39.5,0.5,1.8,2.4,0.7,0.4,-0.1,0.3,0
68,32.0,12.2,4.6,11.2,41.1,0.7,1.8,46.5,2.2,3.0,70.7,1.0,2.5,3.6,1.9,0.8,0.2,2.0,1
39,7.7,2.6,1.2,2.1,57.9,-0.9,-2.3,-16.3,0.4,0.7,50.8,1.8,1.4,2.8,0.2,0.2,0.4,0.9,0
53,21.2,7.5,2.6,5.9,44.4,0.6,2.0,47.2,1.7,2.5,80.5,0.9,2.2,3.3,1.2,0.8,0.2,0.8,1
50,12.5,5.6,2.0,4.1,47.1,0.0,0.2,28.3,1.7,2.6,70.5,0.7,1.0,1.7,0.6,0.6,0.2,1.5,1
57,28.3,11.7,4.6,10.5,46.8,0.5,1.5,26.9,2.1,2.9,71.5,1.6,3.5,5.1,1.4,1.0,0.4,1.6,1
34,11.5,5.2,2.3,6.5,34.3,0.0,0.3,17.5,0.4,0.7,62.7,0.3,0.9,1.1,1.8,0.3,0.1,0.9,0
49,18.7,7.6,3.2,6.6,46.9,0.3,0.7,24.5,1.0,1.4,69.7,1.5,2.0,3.3,0.3,0.4,0.2,0.5,1
75,18.8,5.8,1.9,3.9,49.4,0.4,1.0,7.6,1.7,2.9,58.8,1.3,2.0,3.4,0.8,0.5,0.5,1.1,1
87,26.3,11.9,4.4,10.5,40.4,0.5,1.6,40.5,2.2,2.3,106.7,0.7,2.8,3.3,3.3,1.3,0.0,2.1,1
89,21.9,9.0,3.6,9.0,38.9,-0.2,-0.3,26.0,1.7,2.4,69.5,0.6,1.3,1.9,2.5,0.7,0.1,1.5,1
68,19.8,6.9,2.8,5.0,56.6,-0.5,-1.2,7.4,1.8,3.0,49.6,2.8,3.2,5.6,0.7,0.6,0.3,1.0,1
46,15.8,5.8,2.3,5.3,43.3,0.3,1.1,6.8,1.0,1.4,68.4,1.0,1.6,2.7,0.5,0.4,0.3,1.1,1
50,13.6,6.0,2.6,4.7,56.8,0.1,0.2,-3.4,1.2,1.5,78.1,0.7,2.1,2.7,1.3,0.3,0.3,1.5,1
17,9.0,2.5,0.9,2.3,39.9,0.6,1.7,17.1,0.5,0.9,62.4,0.1,0.3,0.5,0.9,0.3,-0.1,0.6,1
61,23.5,10.9,4.0,9.1,42.5,0.1,0.9,-3.8,2.4,3.4,66.9,0.6,1.6,2.2,2.7,0.9,0.1,2.5,0
65,17.0,7.3,2.8,6.4,40.9,1.0,2.8,22.6,1.3,2.1,64.6,0.6,0.9,1.7,2.6,1.1,0.0,1.3,1
66,21.5,8.9,3.3,7.8,42.5,0.6,1.9,39.1,2.0,2.6,83.5,0.3,1.4,1.7,3.3,0.5,0.0,2.8,0
48,14.7,6.1,2.4,5.2,47.8,0.0,-0.1,13.5,1.4,2.1,61.3,0.4,1.2,1.6,1.1,0.4,0.2,1.6,1
63,8.7,2.2,0.8,2.4,34.1,0.3,1.5,18.4,0.5,0.6,68.8,0.2,0.6,0.8,1.0,0.7,-0.1,0.5,1
90,52.4,18.9,7.1,15.7,47.5,1.3,3.6,47.1,2.6,3.3,84.5,1.6,4.0,5.6,4.8,2.3,0.3,2.8,1
52,16.5,4.4,1.5,3.0,46.2,-0.4,-0.8,-6.6,1.8,2.1,85.7,0.6,2.5,3.0,1.3,0.6,0.3,1.3,1
76,34.0,11.2,4.2,10.8,39.1,0.6,1.7,26.0,2.2,2.9,80.1,1.0,3.0,4.0,3.2,1.6,0.2,2.5,1
58,12.7,3.6,1.5,3.5,42.3,0.3,0.8,36.9,0.4,0.6,76.2,0.3,0.4,0.8,3.4,0.7,-0.3,0.9,1
59,16.1,5.5,2.4,4.7,48.9,0.1,0.0,-20.6,0.7,1.4,50.8,1.3,2.5,4.0,1.6,0.6,0.2,1.3,1
88,39.6,10.8,4.4,10.5,41.4,0.3,0.9,20.9,1.4,1.9,77.4,2.5,7.1,9.7,3.7,1.2,0.7,1.9,1
69,22.3,7.5,3.4,7.3,46.7,0.6,1.9,34.5,0.7,0.8,80.0,1.1,1.4,2.6,1.6,0.8,0.1,1.0,1
65,13.2,3.7,1.5,3.6,42.4,0.1,0.4,20.6,0.6,0.8,79.5,0.7,1.4,1.9,2.3,0.6,0.2,1.1,1
55,17.7,7.0,2.8,6.4,42.3,0.3,0.9,10.0,1.2,1.9,60.9,1.6,2.1,3.4,0.5,0.2,0.6,1.1,0
52,22.1,7.5,2.9,7.7,34.2,0.3,1.1,31.7,1.5,1.8,82.1,0.6,2.2,2.5,2.6,0.9,0.3,1.3,1
38,6.3,2.7,0.9,2.0,47.9,0.1,0.3,2.6,0.5,0.9,65.0,0.5,0.7,1.3,0.3,0.2,0.3,0.3,0
43,14.6,5.4,2.0,4.2,47.5,0.1,0.3,-0.8,1.1,1.7,65.5,1.2,2.6,3.9,0.3,0.3,0.4,0.9,0
65,24.7,14.0,5.7,12.5,47.8,0.3,1.0,26.7,2.2,3.2,78.6,1.5,2.9,4.8,1.9,1.4,0.0,1.5,1
89,36.7,17.1,6.8,12.8,55.3,0.3,0.8,37.5,3.5,5.4,69.9,2.4,5.9,8.3,3.3,1.5,0.3,2.4,1
60,21.8,11.1,4.6,9.9,46.9,0.0,-0.1,22.9,1.4,1.4,97.0,0.7,1.3,2.0,2.7,0.8,0.1,1.0,1
60,14.6,4.6,1.4,3.7,40.2,0.7,1.8,45.8,1.4,1.8,71.7,0.3,0.5,0.9,3.2,1.0,-0.1,1.6,1
70,22.3,7.5,2.7,5.5,49.5,0.0,0.3,-11.2,1.7,2.7,64.9,1.4,3.1,4.3,0.8,0.5,0.4,0.8,0
71,16.5,8.8,3.7,10.3,33.6,0.5,1.4,23.7,0.8,1.0,75.2,0.6,1.3,2.0,3.2,0.6,0.1,2.0,1
49,11.5,5.5,2.4,4.9,49.5,0.1,0.0,13.8,0.7,1.1,65.9,1.1,0.9,1.8,0.9,0.4,0.1,1.4,1
64,17.3,8.3,3.2,6.0,50.1,-0.1,-0.4,-8.1,1.9,2.8,73.2,1.8,3.2,4.8,1.1,0.8,0.4,1.1,1
42,21.2,7.8,2.9,6.2,47.1,0.2,0.4,6.9,1.6,2.4,68.7,1.7,3.2,4.8,0.3,0.3,0.3,1.3,1
47,20.3,5.4,2.3,4.6,48.4,0.3,0.7,16.4,0.7,1.0,64.9,1.2,2.6,3.7,1.2,0.7,0.1,1.0,1
81,30.7,11.4,4.4,8.9,49.6,0.1,0.3,27.2,3.1,3.9,76.4,3.6,3.8,7.1,1.9,0.9,0.6,2.3,1
63,27.1,12.8,5.5,12.2,44.8,0.3,1.3,31.3,2.0,2.8,70.8,2.1,3.2,5.4,1.8,0.7,0.3,1.9,1
88,30.0,12.8,4.8,10.7,44.5,0.7,2.2,47.2,1.8,2.0,92.6,0.8,4.3,4.6,2.0,0.6,0.4,1.4,1
65,26.5,9.9,3.5,9.1,39.0,1.4,3.8,60.3,1.5,1.8,78.0,0.1,0.8,0.9,6.3,1.1,-0.1,2.1,1
74,22.2,10.4,3.9,7.9,48.4,0.3,1.2,8.1,2.7,4.1,66.8,1.7,2.8,4.9,1.0,0.7,0.2,2.0,1
64,15.6,4.4,1.8,4.1,44.6,0.1,0.0,-2.0,0.7,1.2,55.2,0.8,2.6,3.2,0.6,0.5,0.4,1.4,1
58,21.0,6.1,2.1,5.1,43.0,1.0,2.7,42.7,0.7,0.9,73.3,0.5,2.2,2.7,1.7,0.3,0.1,0.4,1
76,16.5,6.0,2.6,5.2,48.8,-0.3,-0.9,25.4,0.9,1.3,73.3,1.9,2.7,4.3,0.7,0.5,0.9,0.7,1
80,15.1,5.1,2.0,4.7,43.8,0.0,0.5,11.6,0.9,1.5,64.1,1.1,1.6,2.7,1.5,1.0,0.4,1.2,1
69,28.2,12.8,5.6,11.5,48.4,0.7,2.4,21.4,2.0,2.6,83.3,1.6,2.8,4.4,2.6,1.3,0.4,2.9,1
73,18.2,9.6,3.7,6.8,54.5,0.1,0.5,35.2,2.1,3.7,62.4,0.9,2.2,3.1,2.4,1.1,0.2,1.4,1
64,17.0,9.9,3.4,7.2,44.5,0.2,0.9,11.1,3.0,4.2,69.4,0.9,0.9,1.7,2.2,0.8,-0.2,1.7,1
53,20.2,5.2,2.1,4.9,41.0,0.5,1.3,31.8,0.8,1.0,82.8,1.0,2.2,3.1,1.8,0.8,0.0,0.9,1
51,12.0,4.6,1.9,4.4,42.6,0.0,-0.2,24.4,0.7,1.0,65.2,0.5,1.0,1.5,1.7,1.2,0.4,0.9,1
41,11.0,3.5,1.4,2.7,51.5,-0.4,-1.1,-0.6,0.8,1.1,73.6,1.2,1.6,2.9,0.3,0.4,0.3,0.5,0
84,27.5,9.9,3.7,8.4,44.7,0.6,1.7,18.1,1.9,2.1,87.1,1.0,3.5,4.5,1.4,0.4,0.4,1.1,1
61,20.2,5.8,2.1,5.1,41.7,0.3,0.8,0.2,1.5,2.1,71.6,1.3,1.9,3.3,0.8,0.2,0.1,0.7,1
52,16.5,8.1,3.1,6.9,44.5,0.7,1.7,30.3,1.6,1.6,90.1,0.8,2.2,3.0,0.6,0.4,0.3,0.9,1
59,7.8,2.1,0.8,2.2,36.5,-0.3,-0.7,9.0,0.5,0.6,84.3,0.2,0.6,0.8,0.4,0.3,0.1,0.8,0
83,19.6,5.5,2.3,4.6,49.4,0.2,0.7,26.3,0.8,1.2,68.2,1.5,2.6,3.9,1.4,0.6,0.2,0.7,1
71,9.3,4.2,1.9,4.5,41.4,0.0,-0.1,14.0,0.6,1.0,58.8,1.3,1.4,2.4,0.8,0.4,0.2,0.8,1
59,12.3,5.8,2.3,5.9,39.2,0.5,1.4,45.0,0.8,1.2,65.2,0.2,0.5,0.8,1.7,0.6,0.0,1.2,0
54,11.4,5.5,2.2,4.5,48.4,0.0,0.2,26.9,0.9,1.2,75.0,0.9,1.4,2.4,0.4,0.1,0.1,0.4,1
63,19.7,5.8,2.2,6.1,35.8,0.4,1.1,6.6,0.8,1.1,83.9,1.5,3.8,5.4,0.5,0.2,0.4,0.9,0
65,21.6,7.7,3.0,7.6,41.6,0.2,0.6,-3.8,1.3,1.9,69.4,1.4,3.3,4.5,1.1,0.4,0.4,1.4,1
59,18.8,9.5,3.7,7.7,48.6,0.3,0.9,20.1,2.0,2.8,67.8,0.9,1.9,2.8,0.4,0.3,0.3,0.9,1
60,14.9,5.5,2.0,4.4,48.0,0.4,0.8,8.0,1.2,1.5,80.8,0.4,2.0,2.3,0.9,0.4,-0.2,1.0,0
75,25.1,11.6,4.4,9.7,47.2,0.5,1.3,36.3,2.1,3.0,69.4,1.0,2.5,3.3,2.8,1.4,0.5,2.5,1
66,9.9,3.6,1.4,3.4,42.3,-0.1,-0.3,5.6,1.1,1.7,56.1,0.7,0.9,1.6,1.5,0.4,0.2,1.4,1
26,13.3,5.1,1.8,4.9,34.8,-0.1,0.0,21.5,1.0,1.5,71.3,1.0,2.1,3.1,1.1,0.3,0.4,1.3,1
48,16.3,7.0,3.0,6.8,43.7,-0.1,0.0,1.8,1.0,1.6,68.1,0.9,1.8,2.7,2.3,0.5,0.5,1.8,1
64,12.1,5.1,2.1,4.7,44.5,0.8,2.1,18.9,0.5,0.7,78.2,0.7,1.7,2.4,0.5,0.3,0.2,0.7,1
102,39.9,18.5,7.6,18.2,41.2,0.7,1.9,52.5,2.5,3.4,74.1,0.9,2.6,3.6,5.8,1.2,-0.1,3.1,1
74,24.5,10.0,4.0,8.4,46.1,0.5,1.6,32.9,2.0,2.8,76.0,0.6,1.7,2.4,3.3,1.2,0.2,1.8,1
46,18.4,4.6,1.7,4.1,40.4,0.3,0.9,28.9,1.2,2.0,64.2,0.9,2.1,2.7,1.0,0.8,0.5,1.0,1
68,27.0,9.6,3.5,7.9,43.0,0.1,0.7,10.2,2.0,2.3,84.5,0.9,2.0,2.9,3.8,1.6,0.1,2.1,1
48,16.3,5.3,2.2,5.0,42.9,0.0,0.4,12.6,1.0,1.4,72.1,1.3,1.4,2.6,1.0,0.7,0.3,0.8,1
55,10.5,3.6,1.3,4.3,30.5,0.4,1.6,33.0,0.6,0.6,104.0,0.1,0.5,0.7,1.9,0.2,-1.3,0.7,1
64,16.5,9.0,3.4,7.0,49.4,0.2,0.3,4.6,2.1,3.0,67.1,1.8,3.9,5.7,0.4,0.2,0.3,2.0,0
66,27.1,8.4,3.3,7.3,44.7,0.3,1.0,12.9,2.2,3.3,64.5,1.3,2.3,3.8,1.8,0.7,0.5,1.4,1
62,11.8,2.5,1.0,2.4,40.0,0.0,-0.2,1.3,0.6,0.9,66.3,1.0,2.0,3.1,1.0,0.3,0.4,0.6,1
95,43.3,18.6,7.1,15.7,44.8,0.5,1.5,43.8,4.0,5.2,72.4,2.1,3.1,5.0,4.8,1.4,0.5,2.9,1
49,9.2,3.5,1.4,2.9,45.6,0.0,0.1,14.7,0.6,1.0,65.0,0.6,1.3,2.0,0.7,0.4,0.1,1.0,1
79,33.2,17.4,7.4,16.0,47.4,0.0,0.5,8.3,2.3,3.1,74.2,1.6,3.0,4.8,5.8,1.6,0.2,3.3,1
61,17.7,8.6,3.1,6.4,49.1,0.5,1.0,18.9,1.5,1.8,92.7,1.5,2.1,3.5,0.7,0.3,0.1,0.6,1
100,34.4,14.2,5.7,14.1,42.9,0.5,1.4,26.2,2.0,2.8,74.2,1.0,2.9,4.0,4.2,1.2,0.5,3.1,1
53,14.6,4.5,1.8,4.5,41.7,-0.1,0.0,-15.0,1.0,1.4,69.7,1.1,1.3,2.5,1.4,0.6,0.4,1.0,1
64,23.1,6.8,2.7,4.9,53.8,0.5,1.3,-0.2,1.1,1.5,71.6,0.7,2.8,3.3,4.3,0.7,0.4,1.6,1
77,17.5,10.8,3.8,9.4,40.2,0.5,1.4,28.7,2.2,2.7,82.2,1.5,1.1,2.4,2.4,0.7,0.3,1.8,1
46,8.7,3.1,1.2,2.1,54.5,-0.4,-1.4,-7.7,0.9,1.2,71.0,1.0,1.8,2.9,0.0,0.1,0.4,0.4,1
68,27.6,11.7,4.4,9.8,43.6,0.5,1.7,18.7,2.9,3.6,81.5,1.1,2.8,3.7,2.7,0.5,0.2,1.7,1
35,7.7,2.3,0.9,2.1,44.6,-0.2,-0.1,-1.5,0.4,0.8,60.6,0.4,1.0,1.5,0.3,0.1,0.0,0.5,0
57,12.6,7.7,2.7,6.1,43.4,0.3,0.9,25.7,1.6,2.0,80.0,0.4,0.9,1.3,1.5,0.3,0.1,1.2,1
44,5.1,1.1,0.4,1.2,34.4,0.2,0.6,38.1,0.1,0.2,61.7,0.1,0.6,0.7,0.3,0.1,-0.2,0.3,1
97,43.0,18.4,7.1,16.2,42.0,0.9,2.5,36.7,3.2,4.0,87.7,1.5,4.3,5.8,7.6,1.4,0.5,3.8,1
70,30.3,14.1,6.1,11.4,53.6,0.7,1.9,35.6,1.3,2.0,72.5,2.2,4.7,6.7,1.3,0.8,0.3,1.8,0
69,34.2,10.4,3.9,9.0,44.3,0.9,2.7,17.1,1.8,2.9,64.1,1.6,3.5,5.0,2.9,1.0,0.5,2.0,0
62,21.1,9.5,3.7,8.4,44.3,0.1,0.5,15.2,1.7,2.2,76.1,1.1,2.7,3.9,1.9,0.7,0.3,1.5,1
61,9.3,2.8,1.3,2.6,46.4,-0.2,-0.7,-14.4,0.5,0.7,61.6,0.9,1.1,1.9,0.2,0.2,0.1,0.5,0
74,46.4,18.7,7.4,16.3,45.3,0.8,2.3,42.2,3.1,4.5,68.0,1.9,6.2,8.4,3.4,1.4,0.3,3.0,1
55,15.4,5.3,1.9,5.2,34.4,0.2,0.6,26.7,1.6,1.9,81.2,0.5,1.2,1.9,1.9,0.7,0.2,1.3,1
57,17.7,5.0,1.8,3.7,47.1,0.5,1.5,4.2,1.4,2.3,66.1,1.6,3.6,5.1,0.6,0.4,0.4,0.8,1
84,18.5,7.0,2.9,5.5,50.3,-0.2,-0.3,13.6,1.4,1.9,78.5,1.3,1.9,3.1,1.7,0.6,0.5,1.6,1
54,13.9,5.0,1.8,4.8,37.6,0.1,0.6,33.4,1.2,1.2,93.6,0.6,0.8,1.3,1.0,0.3,0.0,0.8,1
74,17.1,8.1,3.5,6.7,50.3,-0.6,-1.5,-9.5,2.3,3.7,62.5,2.6,2.4,4.5,1.5,0.8,0.6,2.2,1
106,19.7,6.6,2.6,5.4,47.7,0.1,0.2,23.6,1.6,2.2,69.3,1.5,2.4,3.9,1.7,0.5,0.3,1.6,1
59,9.2,3.2,1.4,2.9,45.7,-0.5,-1.5,-9.8,1.0,1.7,55.3,1.0,1.0,1.9,0.7,0.3,0.1,1.1,0
48,11.3,3.4,1.3,2.9,46.3,-0.2,-0.3,-2.8,0.8,1.2,71.8,1.0,1.1,2.1,0.9,0.4,0.3,0.7,1
88,25.4,14.6,6.0,13.2,47.1,0.7,2.2,32.0,2.0,2.4,84.5,2.1,2.6,4.7,1.1,0.5,0.2,1.4,1
45,14.2,6.9,2.8,5.4,46.8,0.5,1.2,14.1,1.2,1.7,67.3,0.3,0.8,1.2,1.5,0.4,-0.7,1.0,1
61,35.7,10.7,4.3,8.2,52.7,0.0,0.4,9.1,2.3,3.0,76.1,3.2,7.8,11.3,1.6,1.0,12.9,1.7,1
46,9.6,2.9,1.1,2.8,39.3,0.3,0.3,45.3,0.7,0.9,72.9,0.3,0.9,1.3,0.8,0.5,0.2,0.8,1
52,10.1,6.3,2.5,5.5,44.4,0.7,1.9,18.7,1.0,1.3,64.3,0.6,0.9,1.5,0.5,0.3,0.0,0.8,1
76,25.2,11.9,5.2,11.3,46.7,0.2,0.8,46.1,1.3,1.6,81.6,0.4,1.7,2.0,4.2,1.2,0.3,2.4,1
58,15.1,2.7,1.2,2.7,44.5,0.2,0.8,9.5,0.4,0.7,65.0,0.7,1.2,2.1,0.8,0.4,0.2,0.5,0
77,19.9,8.4,3.4,5.7,55.5,0.2,0.2,2.0,1.4,2.3,64.3,2.0,3.9,6.3,0.3,0.2,1.2,1.0,1
66,12.1,4.7,1.9,4.3,43.8,0.3,0.3,35.1,1.0,1.8,51.2,0.6,0.8,1.4,1.7,0.5,0.1,2.0,1
38,8.2,2.6,0.9,2.7,34.3,0.3,0.9,26.2,0.7,0.9,72.3,0.4,0.6,0.9,1.0,0.4,-0.1,0.8,0
44,12.1,3.7,1.5,3.9,40.2,0.1,0.6,21.3,0.3,0.5,61.7,0.3,1.4,1.7,0.5,0.3,0.1,0.5,1
84,23.1,9.0,3.5,9.1,35.8,0.2,0.9,20.0,1.6,1.8,91.5,0.9,1.2,1.9,4.6,0.8,-0.3,2.1,1
69,10.5,4.1,1.8,3.5,49.9,-0.1,-0.2,12.2,0.7,1.5,13.5,1.4,0.9,2.2,0.2,0.4,0.2,0.4,1
82,35.1,13.5,5.3,11.9,43.0,0.7,2.0,17.2,2.0,2.9,69.1,2.9,5.2,8.1,2.5,0.9,1.2,1.7,1
88,13.9,8.7,3.4,7.5,47.0,0.1,0.6,13.7,1.5,2.0,76.1,0.8,0.9,1.6,1.4,0.9,0.2,1.6,1
50,20.6,9.0,3.5,7.5,43.5,0.2,0.6,42.7,1.6,2.0,82.6,1.0,1.8,2.9,1.2,0.6,0.1,1.0,1
69,17.0,6.4,2.1,5.3,39.3,0.6,1.7,23.9,1.8,2.3,76.2,0.5,1.6,2.1,2.3,0.6,0.1,1.2,1
89,21.5,6.7,2.7,5.9,44.8,0.2,0.4,28.7,1.0,1.5,70.3,1.0,3.1,4.0,1.4,0.5,0.2,0.9,1
53,42.0,16.7,7.0,17.4,41.2,0.6,2.5,16.8,1.8,3.4,46.3,2.6,4.9,7.5,3.7,1.4,0.3,2.9,1
67,13.8,6.0,2.4,5.1,45.1,0.1,0.5,11.4,0.9,1.1,74.7,0.3,1.3,1.5,2.7,0.4,0.1,1.3,1
70,17.1,5.3,1.7,5.4,30.0,0.2,0.7,29.8,1.9,3.0,63.7,0.5,1.6,2.1,1.4,0.6,0.1,1.1,1
55,22.5,9.4,3.6,10.5,34.4,0.8,3.0,22.7,1.1,1.5,72.1,0.6,1.8,2.2,3.3,1.3,0.2,1.7,0
37,5.2,1.8,0.7,1.7,40.4,0.2,0.5,25.9,0.4,0.6,63.1,0.5,1.0,1.6,0.1,0.1,0.0,0.2,1
69,14.2,3.5,1.2,3.7,29.9,0.4,1.5,38.4,1.0,1.1,85.8,0.0,0.4,0.5,5.7,1.2,-0.2,0.9,1
21,4.4,1.5,0.7,1.8,39.8,0.0,0.1,28.4,0.1,0.1,72.3,0.0,0.2,0.3,0.6,0.2,-0.6,0.3,0
56,12.4,3.1,1.3,3.1,41.6,0.3,0.8,12.6,0.3,0.5,65.5,0.3,0.9,1.3,2.6,0.6,-0.6,0.7,1
71,19.2,7.7,2.9,8.0,38.0,0.4,1.2,17.4,1.4,1.7,84.5,0.7,1.2,1.8,0.7,0.2,-1.0,1.4,1
48,13.4,5.0,2.0,3.7,52.8,0.3,0.6,2.8,0.7,1.2,66.7,1.8,2.7,4.6,0.1,0.2,0.3,0.5,1
68,10.8,3.1,1.1,2.8,42.4,0.1,0.3,14.5,0.5,0.6,82.0,0.5,1.6,2.0,0.1,0.1,0.2,0.3,0
51,11.3,3.2,1.3,3.7,35.5,0.2,0.8,6.7,0.2,0.4,71.3,0.4,1.4,1.8,1.1,0.1,0.1,0.7,1
53,10.2,4.2,1.5,3.0,49.0,-0.5,-1.4,4.2,2.1,3.2,67.6,1.1,1.3,2.5,0.8,0.5,0.3,0.9,1
116,49.8,26.6,10.4,18.6,61.6,0.4,1.1,20.1,5.2,7.8,67.8,4.4,7.7,12.1,1.7,1.0,7.9,2.2,1
61,21.6,7.2,3.1,6.3,47.9,0.1,0.1,12.4,1.4,2.0,71.7,1.4,3.0,4.1,1.9,0.6,0.2,1.0,0
46,10.7,2.9,1.1,2.3,46.2,0.0,0.4,19.8,0.6,0.8,76.1,0.1,1.1,1.2,1.3,0.3,0.2,0.9,1
58,16.8,3.4,1.4,2.8,47.4,0.0,-0.2,-7.9,0.4,0.6,65.5,0.8,1.7,2.3,1.1,0.6,0.0,1.1,1
89,29.0,8.0,2.9,6.6,41.8,0.1,0.5,9.8,2.1,3.1,69.5,1.9,2.7,4.6,2.8,1.3,0.2,2.3,1
48,11.1,3.6,1.3,2.4,50.4,0.0,0.4,20.6,0.8,1.6,59.1,1.0,1.1,2.0,0.4,0.5,0.2,0.5,1
66,32.8,14.5,5.7,14.3,37.7,0.6,1.7,20.5,2.7,3.7,72.6,1.5,3.7,5.4,4.6,1.5,0.4,3.3,1
78,28.6,11.9,4.5,10.0,45.5,0.7,1.7,16.1,2.3,3.8,56.9,3.1,3.4,6.8,0.9,0.7,0.7,1.8,1
66,18.0,6.5,2.5,5.8,40.0,0.2,0.5,21.8,1.8,2.4,68.8,1.8,2.0,3.7,2.0,1.1,0.4,2.2,1
56,13.3,4.3,1.6,3.9,42.1,0.2,0.6,26.8,0.7,1.1,67.4,0.8,1.0,1.7,1.8,0.5,-0.1,1.2,1
57,13.2,4.7,1.9,4.6,41.5,0.3,0.9,33.4,0.6,0.9,74.1,0.6,1.4,2.2,0.6,0.5,0.0,0.8,1
50,6.1,2.9,1.2,2.5,46.8,-0.2,-0.5,5.9,0.5,0.7,76.6,0.4,0.5,0.8,0.4,0.4,0.0,0.5,1
99,21.5,7.6,3.1,7.2,44.9,-0.6,-1.4,35.6,1.5,2.1,74.4,2.4,3.4,5.3,0.9,0.5,1.3,1.4,1
85,18.8,6.8,2.7,5.8,46.9,0.5,1.1,36.0,1.1,1.5,74.5,0.7,1.3,1.8,2.9,0.7,0.2,1.2,1
62,10.6,3.9,1.7,3.8,44.1,0.2,0.8,-2.3,0.3,0.6,61.6,1.3,1.6,3.0,0.5,0.5,0.2,0.4,0
46,8.0,2.3,0.8,2.1,42.5,-0.2,-0.3,23.1,0.4,0.6,61.3,0.5,0.9,1.6,0.3,0.2,0.2,0.4,1
52,13.0,5.1,1.7,4.0,43.6,0.4,1.8,11.4,1.3,1.7,74.8,0.3,1.9,2.1,1.7,0.5,0.1,1.3,0
48,11.6,4.7,1.7,3.6,47.4,0.4,1.2,23.4,0.7,1.2,58.6,1.3,1.4,2.7,0.7,0.6,0.1,0.7,0
66,16.4,7.7,2.8,5.7,49.4,0.7,1.8,35.6,1.8,2.5,73.5,0.8,1.8,2.5,0.9,0.3,0.2,0.8,1
59,21.9,3.9,1.6,4.3,37.9,0.3,0.9,39.1,0.4,0.5,77.2,1.3,3.1,5.0,0.9,0.6,0.0,0.6,0
52,13.2,5.0,1.8,4.5,41.8,0.0,0.2,17.9,1.2,1.7,72.2,1.5,2.3,3.6,0.5,0.7,0.6,0.8,1
60,7.5,2.3,0.9,2.3,40.9,0.5,1.6,33.4,0.2,0.2,72.3,0.2,0.6,0.9,0.6,0.1,0.1,0.4,1
